search_term,npi,org_name,taxonomy,address,city,state,zip,system
New York Presbyterian,1861652182,NEW YORK PRESBYTERIAN,General Acute Care Hospital,340 W 71ST ST,NEW YORK,NY,10023,NYP
New York Presbyterian,1063846780,NEW YORK PRESBYTERIAN,General Acute Care Hospital,516 W 167TH ST APT 14,NEW YORK,NY,10032,NYP
New York Presbyterian,1386915304,NEW YORK PRESBYTERIAN,General Acute Care Hospital,13168 231ST ST,LAURELTON,NY,11413,NYP
New York Presbyterian,1619120888,NEW YORK PRESBYTERIAN,Special Hospital,1320 YORK AVE,NEW YORK,NY,10021,NYP
New York Presbyterian,1871821249,NEW YORK PRESBYTERIAN,"Clinic/Center, Primary Care",622 W. 168TH STREET,NEW YORK,NY,10032,NYP
New York Presbyterian,1922304583,NEW YORK PRESBYTERIAN,General Acute Care Hospital,525 EAST 68TH STREET,NEW YORK,NY,10065,NYP
New York Presbyterian,1235388034,NEW YORK PRESBYTERIAN,General Acute Care Hospital,445 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1497704464,NEW YORK PRESBYTERIAN,"Psychiatry & Neurology, Psychiatry",21 BLOOMINGDALE RD,WHITE PLAINS,NY,10605,NYP
New York Presbyterian,1750548749,NEW YORK PRESBYTERIAN - WEILL CORNELL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1710137542,NEW YORK PRESBYTERIAN CORNELL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1578687448,NEW YORK PRESBYTERIAN HOSP-COLUMBIA,General Acute Care Hospital,3959 BROADWAY,NEW YORK,NY,10032,NYP
New York Presbyterian,1871639773,NEW YORK PRESBYTERIAN HOSPITAL,Psychiatric Hospital,21 BLOOMINGDALE RD,WHITE PLAINS,NY,10605,NYP
New York Presbyterian,1871619692,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1912029232,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,3959 BROADWAY,NEW YORK,NY,10032,NYP
New York Presbyterian,1659590842,NEW YORK PRESBYTERIAN HOSPITAL,Physical Therapist,1760 63RD ST APT 3R,BROOKLYN,NY,11204,NYP
New York Presbyterian,1588814222,NEW YORK PRESBYTERIAN HOSPITAL,Psychiatric Hospital,622 WEST 168 STREET,NEW YORK,NY,10032,NYP
New York Presbyterian,1790912640,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,1320 YORK AVE APT 18D,NEW YORK,NY,10021,NYP
New York Presbyterian,1043625692,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,630 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1821257536,NEW YORK PRESBYTERIAN HOSPITAL,"General Acute Care Hospital, Children",525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1114044021,NEW YORK PRESBYTERIAN HOSPITAL,"General Acute Care Hospital, Children",535 DEAN ST APT 908,BROOKLYN,NY,11217,NYP
New York Presbyterian,1053520973,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1508117599,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1396062352,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,177 FORT WASHINGTON AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1285041160,NEW YORK PRESBYTERIAN HOSPITAL,"General Acute Care Hospital, Children",106 W 96TH ST APT 2B,NEW YORK,NY,10025,NYP
New York Presbyterian,1760512826,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1164688826,NEW YORK PRESBYTERIAN HOSPITAL,"General Acute Care Hospital, Children",3959 BROADWAY # BHN-616,NEW YORK,NY,10032,NYP
New York Presbyterian,1700047636,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,205 PINEHURST AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1275792863,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 EAST 68TH STREET,NEW YORK,NY,10065,NYP
New York Presbyterian,1457685208,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1215370762,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,15 BEACH RD,GREAT NECK,NY,11023,NYP
New York Presbyterian,1407148000,NEW YORK PRESBYTERIAN HOSPITAL,Special Hospital,177 FORT WASHINGTON AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1568676880,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1689895559,NEW YORK PRESBYTERIAN HOSPITAL,Physical Therapist,622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1194942201,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,5141 BROADWAY,NEW YORK,NY,10034,NYP
New York Presbyterian,1588831796,NEW YORK PRESBYTERIAN HOSPITAL,Psychiatric Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1144524059,NEW YORK PRESBYTERIAN HOSPITAL,"Clinic/Center, Genetics",505 E 70TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1710331426,NEW YORK PRESBYTERIAN HOSPITAL,Dermatology,161 FORT WASHINGTON AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1568903581,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,622 W 168TH ST,NEW YORK,NEW YORK,10032,NYP
New York Presbyterian,1639436579,NEW YORK PRESBYTERIAN HOSPITAL,Student in an Organized Health Care Education/Training Program,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1790808483,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1013056241,NEW YORK PRESBYTERIAN HOSPITAL,Chronic Disease Hospital,436 E 69TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1427200526,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,1320 YORK AVE,NEW YORK,NY,10021,NYP
New York Presbyterian,1972828564,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST # 140,NEW YORK,NY,10065,NYP
New York Presbyterian,1336520048,NEW YORK PRESBYTERIAN HOSPITAL,"Dietitian, Registered",622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1063894822,NEW YORK PRESBYTERIAN HOSPITAL,"General Acute Care Hospital, Critical Access",5141 BROADWAY,NEW YORK,NY,10034,NYP
New York Presbyterian,1043662240,NEW YORK PRESBYTERIAN HOSPITAL,Clinic/Center,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1356634570,NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA MEDICAL CENTER,Student in an Organized Health Care Education/Training Program,622 WEST 168TH STREET,NEW YORK,NY,10032,NYP
New York Presbyterian,1396904231,NEW YORK PRESBYTERIAN HOSPITAL - CORNELL MEDICAL CENTER,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1154622298,NEW YORK PRESBYTERIAN HOSPITAL - WEILL CORNELL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1801046446,NEW YORK PRESBYTERIAN HOSPITAL WEILL CORNELL MEDICAL CENTER,Special Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1891911087,NEW YORK PRESBYTERIAN HOSPITAL WEILL MEDICAL COLLEGE,General Acute Care Hospital,525 EAST 68TH STREET,NEW YORK,NY,10021,NYP
New York Presbyterian,1700805751,"NEW YORK PRESBYTERIAN HOSPITAL, INC",Nutritionist,525 E 68TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1427509322,NEW YORK PRESBYTERIAN HOSPITAL- MORGAN STANLEY CHILDREN'S HOSPITAL,"General Acute Care Hospital, Children",3959 BROADWAY,NEW YORK,NY,10032,NYP
New York Presbyterian,1619325677,NEW YORK PRESBYTERIAN HOSPITAL-MORGAN STANLEY CHILDREN'S HOSPITAL,"General Acute Care Hospital, Children",3959 BROADWAY,NEW YORK,NY,10032,NYP
New York Presbyterian,1558528620,NEW YORK PRESBYTERIAN HOSPITAL-WEILL CORNELL,General Acute Care Hospital,505 E 70TH ST STE 400,NEW YORK,NY,10021,NYP
New York Presbyterian,1326207994,NEW YORK PRESBYTERIAN HOSPTIAL-WEILL CORNELL,General Acute Care Hospital,525 E 70TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1396921839,NEW YORK PRESBYTERIAN MEDICAL CENTER,General Acute Care Hospital,5141 BROADWAY,NEW YORK,NY,10034,NYP
New York Presbyterian,1215050307,NEW YORK PRESBYTERIAN MEDICAL CENTER,General Acute Care Hospital,180 FORT WASHINGTON AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1659807162,NEW YORK PRESBYTERIAN QUEENS,General Acute Care Hospital,5645 MAIN ST,FLUSHING,NY,11355,NYP
New York Presbyterian,1164954632,NEW YORK PRESBYTERIAN QUEENS,General Acute Care Hospital,5645 MAIN ST,FLUSHING,NY,11355,NYP
New York Presbyterian,1720384969,NEW YORK PRESBYTERIAN WEILL CENTER,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1588020994,NEW YORK PRESBYTERIAN WEILL CORNELL,General Acute Care Hospital,3025 OCEAN AVE APT 4B,BROOKLYN,NY,11235,NYP
New York Presbyterian,1316744972,NEW YORK PRESBYTERIAN WEILL CORNELL,"Dentist, General Practice",525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1053119479,NEW YORK PRESBYTERIAN WEILL CORNELL MEDICINE,Student in an Organized Health Care Education/Training Program,525 E 68TH ST # 139,NEW YORK,NY,10065,NYP
New York Presbyterian,1760923965,NEW YORK PRESBYTERIAN- COLUMBIA UNIVERSITY MEDICAL CENTER,General Acute Care Hospital,622 W 168TH ST,NEW YORK,NY,10032,NYP
New York Presbyterian,1649705633,NEW YORK PRESBYTERIAN-QUEENS,General Acute Care Hospital,5645 MAIN ST,FLUSHING,NY,11355,NYP
New York Presbyterian,1669908273,NEW YORK PRESBYTERIAN-QUEENS,General Acute Care Hospital,5645 MAIN ST,FLUSHING,NY,11355,NYP
New York Presbyterian,1073765566,NEW YORK PRESBYTERIAN/WEILL CORNELL HOSPITAL,"General Acute Care Hospital, Critical Access",525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1538276126,SNYH CORNELL CRNA ANESTHESIA,Registered Nurse,525 E 68TH ST,NEW YORK,NY,10021,NYP
New York Presbyterian,1144504044,THE NEW YORK AND PRESBYTERIAN HOSPITAL,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10065,NYP
Mount Sinai,1689838047,COSMETIC CLINIC DERMATOLOGY,General Acute Care Hospital,5 E 98TH ST FL 5,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1154696615,FACULTY PRACTICE ASSOCIATES MOUNT SINAI SCHOOL OF MEDICINE,Emergency Medicine,638 COLUMBUS AVE,NEW YORK,NY,10024,Mount Sinai
Mount Sinai,1962743575,FPA HOSPITAL BASED,"Pathology, Anatomic Pathology & Clinical Pathology",1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1326389826,FPA HOSPITAL BASED,"Pathology, Anatomic Pathology & Clinical Pathology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1841531795,FPA HOSPITAL BASED,"Pathology, Dermatopathology",1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1609263177,FPA OUT OF NETWORK,Dermatology,ONE GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1902420144,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,485 MERRICK RD,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1174016984,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1437641636,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Pediatrics,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1477932275,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,25-10 30TH AVENUE,ASTORIA,NY,11102,Mount Sinai
Mount Sinai,1962756932,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Pulmonary Disease",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1437403409,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Oral & Maxillofacial Surgery,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1487016507,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Cardiovascular Disease",200 OLD COUNTRY RD,MINEOLA,NY,11501,Mount Sinai
Mount Sinai,1689928657,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1720570161,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Cardiovascular Disease",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1477177400,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Radiology, Diagnostic Radiology",185 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1366934796,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Psychiatry & Neurology, Psychiatry",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1255719563,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,300 CADMAN PLAZA WEST,BROOKLYN,NY,11201,Mount Sinai
Mount Sinai,1912499401,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Hematology & Oncology",2209 MERRICK RD STE 101,MERRICK,NY,11566,Mount Sinai
Mount Sinai,1902523251,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,415 10TH AVENUE,NEW YORK,NY,10001,Mount Sinai
Mount Sinai,1548752504,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Radiology, Diagnostic Radiology",185 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1144844317,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Radiology, Diagnostic Radiology",485 MERRICK RD,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1801389614,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Surgery,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1013489426,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Psychiatry & Neurology, Behavioral Neurology & Neuropsychiatry",11 MADISON AVE # LEVEL1B,NEW YORK,NY,10010,Mount Sinai
Mount Sinai,1346721289,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Clinic/Center, Urgent Care",7901 BROADWAY RM A1-19,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1477926384,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Cardiovascular Disease",11 RALPH PL,STATEN ISLAND,NY,10304,Mount Sinai
Mount Sinai,1326525320,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Gastroenterology",2965 LONG BEACH RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1417201484,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Cardiovascular Disease",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1609120674,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Orthopaedic Surgery,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1871847848,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Geriatric Medicine",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1184977324,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1780111484,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,3201 KINGS HWY,BROOKLYN,NY,11234,Mount Sinai
Mount Sinai,1508795089,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Dermatology, Dermatopathology",533 W 57TH ST FL 6,NEW YORK,NY,10019,Mount Sinai
Mount Sinai,1407470453,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Physiological Laboratory,119 N PARK AVE,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1417449976,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Cardiovascular Disease",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1679083984,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Emergency Medicine,150 E 42ND ST FL 10,NEW YORK,NY,10017,Mount Sinai
Mount Sinai,1811511702,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Radiology, Diagnostic Radiology",185 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1104162700,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Pathology, Anatomic Pathology & Clinical Pathology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1043702491,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Hospitalist,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1619221686,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Radiology, Diagnostic Radiology",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1740773936,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Hematology & Oncology",1910 RICHMOND RD,STATEN ISLAND,NY,10306,Mount Sinai
Mount Sinai,1598257644,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Physical Medicine & Rehabilitation,440 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1063766038,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Anesthesiology,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1770837742,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Emergency Medicine,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1972857944,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Pediatrics, Pediatric Emergency Medicine",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1306151865,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1962994020,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Pathology, Anatomic Pathology & Clinical Pathology",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1780938753,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Internal Medicine, Nephrology",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1518211580,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Pediatrics,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1073867040,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Surgery,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1942792304,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1578817540,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Obstetrics & Gynecology,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1578013421,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Internal Medicine,315 W 50TH ST,NEW YORK,NY,10019,Mount Sinai
Mount Sinai,1720570922,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Obstetrics & Gynecology, Maternal & Fetal Medicine",196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1154813350,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Obstetrics & Gynecology,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1447008446,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Anesthesiology,1 GUSTAVE L LEVY PL # 4500,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1245883891,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Colon & Rectal Surgery,1100 FRANKLIN AVE STE 203,GARDEN CITY,NY,11530,Mount Sinai
Mount Sinai,1528486917,MOUNT SINAI,Chronic Disease Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1740940444,MOUNT SINAI,"Nurse Practitioner, Family",310 E 14TH ST,NEW YORK,NY,10003,Mount Sinai
Mount Sinai,1235514548,MOUNT SINAI,Student in an Organized Health Care Education/Training Program,8268 164TH ST,JAMAICA,NY,11432,Mount Sinai
Mount Sinai,1649684127,MOUNT SINAI,Chronic Disease Hospital,230 W 17TH ST,NEW YORK,NY,10011,Mount Sinai
Mount Sinai,1457644882,MOUNT SINAI,General Acute Care Hospital,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1629410592,MOUNT SINAI,"General Acute Care Hospital, Critical Access",1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1093221244,MOUNT SINAI,"Otolaryngology, Otolaryngology/Facial Plastic Surgery",1000 10TH AVE,NEW YORK,NY,10019,Mount Sinai
Mount Sinai,1558686733,MOUNT SINAI - MANHATTAN CARDIAC ARRHYTHMIA,"Internal Medicine, Clinical Cardiac Electrophysiology",210 E 86TH ST,NEW YORK,NY,10028,Mount Sinai
Mount Sinai,1285178855,MOUNT SINAI ADOLESCENT HEALTH CENTER,"Dietitian, Registered, Nutrition, Pediatric",320 E 94TH ST,NEW YORK,NY,10128,Mount Sinai
Mount Sinai,1134585953,MOUNT SINAI BETH ISRAEL,General Acute Care Hospital,10 NATHAN D PERLMAN PL,NEW YORK,NY,10003,Mount Sinai
Mount Sinai,1558730556,MOUNT SINAI BETH ISRAEL,General Acute Care Hospital,2167 SAWKILL RUBY RD,KINGSTON,NY,12401,Mount Sinai
Mount Sinai,1588067813,MOUNT SINAI BETH ISRAEL,General Acute Care Hospital,317 E 17TH ST STE 2F05,NEW YORK,NY,10003,Mount Sinai
Mount Sinai,1669845566,MOUNT SINAI BETH ISRAEL,"Clinic/Center, Medical Specialty",350 E 17TH ST,NEW YORK,NY,10003,Mount Sinai
Mount Sinai,1285170514,MOUNT SINAI BETH ISREAL,"Rehabilitation, Substance Use Disorder Unit",429-35 SECOND AVENUE,NY,NY,10010,Mount Sinai
Mount Sinai,1558728352,MOUNT SINAI BETH ISREAL,"Clinic/Center, Oncology, Radiation",10 UNION SQ E,NEW YORK,NY,10003,Mount Sinai
Mount Sinai,1245104694,MOUNT SINAI BI,Hospitalist,1230 HEMPSTEAD TPKE,FRANKLIN SQUARE,NY,11010,Mount Sinai
Mount Sinai,1760719603,MOUNT SINAI DEPARTMENT OF ORTHOPAEDIC SURGERY,Specialist,17 E 102ND ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1326311614,MOUNT SINAI DEPARTMENT OF ORTHOPAEDIC SURGERY,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",305 W GRAND AVE,MONTVALE,NJ,07645,Mount Sinai
Mount Sinai,1790012599,MOUNT SINAI DEPARTMENT OF ORTHOPAEDIC SURGERY,Specialist,2800 MARCUS AVE,NEW HYDE PARK,NY,11042,Mount Sinai
Mount Sinai,1669476156,MOUNT SINAI DIAGNOSTIC AND TREATMENT CENTER,Clinic/Center,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1972806727,MOUNT SINAI FACULTY PRACTICE,"Clinic/Center, Dental",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1871028787,MOUNT SINAI HEALTH INC,Pharmacy,1086 N BROADWAY,YONKERS,NY,10701,Mount Sinai
Mount Sinai,1255806246,MOUNT SINAI HEALTH INC.,"Pharmacy, Community/Retail Pharmacy",1086 N BROADWAY STE 155,YONKERS,NY,10701,Mount Sinai
Mount Sinai,1457725673,MOUNT SINAI HOSPITAL,General Acute Care Hospital,10 AMSTERDAM AVE,NEW YORK,NY,10023,Mount Sinai
Mount Sinai,1265809255,MOUNT SINAI HOSPITAL,General Acute Care Hospital,355 BROADWAY,MASSAPEQUA PARK,NY,11762,Mount Sinai
Mount Sinai,1215953138,MOUNT SINAI HOSPITAL,"Internal Medicine, Critical Care Medicine",2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1396174215,MOUNT SINAI HOSPITAL,Internal Medicine,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1417925181,MOUNT SINAI HOSPITAL,"Clinic/Center, End-Stage Renal Disease (ESRD) Treatment",1 GUSTAVE L LEVY PL BLDG LEVEL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1033186093,MOUNT SINAI HOSPITAL,Psychiatric Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1588408421,MOUNT SINAI HOSPITAL,"Pharmacy, Community/Retail Pharmacy",3014 CRESCENT ST,ASTORIA,NY,11102,Mount Sinai
Mount Sinai,1245248939,MOUNT SINAI HOSPITAL,General Acute Care Hospital,2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1588391023,MOUNT SINAI HOSPITAL,"Pharmacy, Community/Retail Pharmacy",1407 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1073545422,MOUNT SINAI HOSPITAL,Surgery,2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1316111487,MOUNT SINAI HOSPITAL,General Acute Care Hospital,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1477154656,MOUNT SINAI HOSPITAL,"Pharmacy, Community/Retail Pharmacy",17 E 102ND ST FL 3,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1497992218,MOUNT SINAI HOSPITAL,General Acute Care Hospital,ONE GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1336441559,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1033555305,MOUNT SINAI HOSPITAL,Psychiatric Hospital,2027 GREENE AVE,RIDGEWOOD,NY,11385,Mount Sinai
